faixa;veh_id;timestamp;velocidade;comprimento
0;veh_579;2016-08-10 00:35:29;101.4;4.2
0;veh_557;2016-08-10 00:35:38;104.1;6.1
0;veh_561;2016-08-10 00:35:53;89.2;11.7
1;veh_575;2016-08-10 00:36:02;105.9;4.6
0;veh_562;2016-08-10 00:36:03;83.1;15.2
0;veh_573;2016-08-10 00:36:09;98.0;2.5
0;veh_571;2016-08-10 00:36:15;87.4;14.1
1;veh_580;2016-08-10 00:36:21;101.1;3.0
1;veh_584;2016-08-10 00:36:23;102.2;3.4
0;veh_582;2016-08-10 00:36:29;97.3;1.6
0;veh_586;2016-08-10 00:36:30;105.4;6.0
0;veh_588;2016-08-10 00:36:38;103.9;5.6
1;veh_591;2016-08-10 00:36:43;107.7;5.0
0;veh_589;2016-08-10 00:36:43;98.9;4.3
0;veh_603;2016-08-10 00:37:36;86.7;12.1
1;veh_608;2016-08-10 00:37:38;99.0;6.6
0;veh_614;2016-08-10 00:37:50;106.6;4.7
0;veh_628;2016-08-10 00:37:54;100.6;3.0
1;veh_615;2016-08-10 00:37:57;106.9;3.1
0;veh_616;2016-08-10 00:37:57;89.4;8.0
0;veh_618;2016-08-10 00:38:38;83.9;19.3
0;veh_643;2016-08-10 00:38:39;83.9;16.4
0;veh_623;2016-08-10 00:38:50;82.3;15.4
0;veh_637;2016-08-10 00:39:15;108.1;4.6
0;veh_646;2016-08-10 00:39:31;110.2;3.4
0;veh_645;2016-08-10 00:39:45;90.4;2.1
1;veh_673;2016-08-10 00:39:46;106.8;3.4
1;veh_651;2016-08-10 00:39:48;108.1;4.4
0;veh_650;2016-08-10 00:40:03;83.6;15.2
0;veh_652;2016-08-10 00:40:05;82.2;15.2
1;veh_661;2016-08-10 00:40:10;109.0;6.8
0;veh_683;2016-08-10 00:40:14;105.6;5.1
0;veh_662;2016-08-10 00:40:22;95.2;6.7
0;veh_668;2016-08-10 00:40:32;101.4;2.3
1;veh_670;2016-08-10 00:40:33;108.5;2.2
0;veh_671;2016-08-10 00:40:45;89.2;8.5
1;veh_675;2016-08-10 00:40:46;106.6;5.1
1;veh_679;2016-08-10 00:41:02;105.1;5.9
0;veh_676;2016-08-10 00:41:03;88.2;10.8
0;veh_691;2016-08-10 00:41:30;107.1;6.7
0;veh_692;2016-08-10 00:41:32;108.0;5.5
0;veh_693;2016-08-10 00:41:38;100.9;4.7
0;veh_697;2016-08-10 00:41:48;107.4;3.5
0;veh_710;2016-08-10 00:42:19;109.9;1.9
0;veh_712;2016-08-10 00:42:28;107.4;2.0
0;veh_714;2016-08-10 00:42:35;108.4;1.3
0;veh_716;2016-08-10 00:42:48;108.2;3.8
0;veh_718;2016-08-10 00:43:07;87.9;8.9
0;veh_723;2016-08-10 00:43:15;107.3;6.7
0;veh_722;2016-08-10 00:43:28;95.6;2.6
0;veh_721;2016-08-10 00:43:31;84.6;19.4
1;veh_731;2016-08-10 00:43:45;108.0;4.1
1;veh_732;2016-08-10 00:43:47;108.4;3.9
1;veh_730;2016-08-10 00:43:49;107.6;3.5
0;veh_727;2016-08-10 00:43:58;82.7;16.9
0;veh_735;2016-08-10 00:44:15;103.5;2.8
0;veh_736;2016-08-10 00:44:23;100.8;6.5
0;veh_738;2016-08-10 00:45:22;107.9;6.3
0;veh_740;2016-08-10 00:45:56;89.0;13.2
0;veh_747;2016-08-10 00:46:29;103.7;1.8
0;veh_745;2016-08-10 00:46:42;84.6;19.9
0;veh_744;2016-08-10 00:46:45;84.2;16.2
1;veh_762;2016-08-10 00:47:13;105.9;6.1
0;veh_791;2016-08-10 00:47:14;106.3;5.6
0;veh_765;2016-08-10 00:47:18;102.9;4.3
0;veh_771;2016-08-10 00:47:23;103.5;5.0
0;veh_766;2016-08-10 00:47:30;86.7;10.5
0;veh_774;2016-08-10 00:47:40;89.6;3.0
1;veh_804;2016-08-10 00:47:41;109.3;5.3
1;veh_784;2016-08-10 00:47:48;107.8;4.4
0;veh_788;2016-08-10 00:47:59;107.0;6.8
0;veh_795;2016-08-10 00:48:29;86.9;9.2
1;veh_807;2016-08-10 00:48:42;109.6;2.6
0;veh_801;2016-08-10 00:48:45;86.4;7.8
0;veh_815;2016-08-10 00:49:07;109.0;3.6
0;veh_813;2016-08-10 00:49:16;92.4;3.0
1;veh_818;2016-08-10 00:49:17;107.3;1.7
1;veh_822;2016-08-10 00:49:24;108.2;3.2
1;veh_820;2016-08-10 00:49:26;99.3;1.1
0;veh_816;2016-08-10 00:49:29;84.1;19.3
1;veh_824;2016-08-10 00:49:31;106.4;2.3
0;veh_825;2016-08-10 00:49:47;88.6;11.9
0;veh_827;2016-08-10 00:49:56;96.2;2.8
1;veh_837;2016-08-10 00:50:14;107.1;6.5
0;veh_831;2016-08-10 00:50:17;83.1;18.0
0;veh_836;2016-08-10 00:50:27;87.1;12.3
0;veh_839;2016-08-10 00:50:41;82.3;16.3
0;veh_845;2016-08-10 00:50:51;106.3;1.8
0;veh_864;2016-08-10 00:51:00;86.5;8.3
1;veh_856;2016-08-10 00:51:08;110.0;5.8
0;veh_857;2016-08-10 00:51:28;84.7;15.2
1;veh_862;2016-08-10 00:51:28;110.1;6.7
1;veh_865;2016-08-10 00:51:46;109.0;6.0
0;veh_863;2016-08-10 00:51:53;83.6;17.9
0;veh_867;2016-08-10 00:52:22;79.6;5.7
0;veh_871;2016-08-10 00:52:28;88.6;8.9
0;veh_874;2016-08-10 00:52:48;87.5;15.0
0;veh_877;2016-08-10 00:53:04;87.3;9.0
1;veh_882;2016-08-10 00:53:12;88.7;8.1
0;veh_881;2016-08-10 00:53:13;88.3;10.5
1;veh_883;2016-08-10 00:53:14;87.0;5.7
1;veh_886;2016-08-10 00:53:16;90.7;1.0
1;veh_905;2016-08-10 00:53:19;103.1;6.2
0;veh_889;2016-08-10 00:53:24;89.7;12.2
0;veh_891;2016-08-10 00:53:32;86.6;14.6
0;veh_895;2016-08-10 00:53:36;109.3;4.5
0;veh_896;2016-08-10 00:53:43;101.4;6.9
1;veh_900;2016-08-10 00:53:44;106.9;2.9
0;veh_901;2016-08-10 00:54:07;84.2;15.3
1;veh_906;2016-08-10 00:54:19;107.3;6.6
0;veh_904;2016-08-10 00:54:25;83.6;6.6
0;veh_910;2016-08-10 00:54:28;108.4;5.6
0;veh_909;2016-08-10 00:54:35;96.6;1.2
1;veh_930;2016-08-10 00:54:47;94.1;6.6
0;veh_913;2016-08-10 00:54:56;87.7;12.0
0;veh_916;2016-08-10 00:55:01;99.1;6.1
0;veh_924;2016-08-10 00:55:19;105.2;4.1
0;veh_927;2016-08-10 00:55:31;98.5;6.9
0;veh_937;2016-08-10 00:55:34;109.6;6.6
0;veh_931;2016-08-10 00:55:48;86.5;10.8
0;veh_938;2016-08-10 00:55:51;106.8;1.3
0;veh_958;2016-08-10 00:55:54;109.2;6.0
0;veh_941;2016-08-10 00:56:08;86.9;11.4
1;veh_944;2016-08-10 00:56:10;89.1;9.9
1;veh_945;2016-08-10 00:56:12;90.0;5.0
0;veh_949;2016-08-10 00:56:22;86.8;13.1
0;veh_954;2016-08-10 00:56:28;105.9;6.1
0;veh_957;2016-08-10 00:56:44;109.0;5.9
0;veh_962;2016-08-10 00:57:11;88.1;13.3
0;veh_967;2016-08-10 00:57:21;106.8;3.7
0;veh_969;2016-08-10 00:57:23;109.2;2.1
0;veh_970;2016-08-10 00:57:31;108.0;2.1
0;veh_968;2016-08-10 00:57:39;86.7;14.2
0;veh_974;2016-08-10 00:57:43;108.1;6.2
1;veh_978;2016-08-10 00:57:50;109.2;4.8
0;veh_973;2016-08-10 00:57:52;87.0;9.0
1;veh_977;2016-08-10 00:57:52;109.4;1.1
0;veh_979;2016-08-10 00:57:57;103.5;3.9
0;veh_980;2016-08-10 00:58:03;101.2;4.7
0;veh_984;2016-08-10 00:58:15;110.0;1.6
0;veh_989;2016-08-10 00:58:56;88.5;14.2
0;veh_994;2016-08-10 00:59:01;87.9;7.8
0;veh_990;2016-08-10 00:59:07;84.0;15.7
0;veh_996;2016-08-10 00:59:16;106.2;1.8
1;veh_1002;2016-08-10 00:59:43;107.3;4.4
0;veh_1001;2016-08-10 00:59:47;89.8;7.6
1;veh_1012;2016-08-10 01:00:26;106.9;3.2
0;veh_1014;2016-08-10 01:00:33;107.2;4.6
0;veh_1018;2016-08-10 01:00:55;109.5;3.7
0;veh_1037;2016-08-10 01:01:03;93.2;3.3
0;veh_1020;2016-08-10 01:01:22;102.8;3.1
0;veh_1023;2016-08-10 01:01:35;98.8;5.8
1;veh_1061;2016-08-10 01:01:41;106.8;5.8
0;veh_1040;2016-08-10 01:01:56;103.6;5.5
0;veh_1036;2016-08-10 01:02:01;93.7;4.3
1;veh_1039;2016-08-10 01:02:01;99.9;3.6
1;veh_1043;2016-08-10 01:02:02;101.3;5.7
0;veh_1042;2016-08-10 01:02:14;82.6;19.3
0;veh_1050;2016-08-10 01:02:24;97.5;2.0
1;veh_1057;2016-08-10 01:02:25;107.7;3.2
0;veh_1094;2016-08-10 01:02:41;93.4;5.2
0;veh_1055;2016-08-10 01:02:48;82.6;15.5
0;veh_1099;2016-08-10 01:02:54;98.4;5.7
1;veh_1078;2016-08-10 01:02:55;109.9;3.2
0;veh_1068;2016-08-10 01:03:05;86.7;1.8
0;veh_1080;2016-08-10 01:03:11;100.6;4.6
0;veh_1084;2016-08-10 01:03:19;105.0;2.5
0;veh_1083;2016-08-10 01:03:26;88.3;12.0
1;veh_1093;2016-08-10 01:03:33;108.4;6.4
1;veh_1091;2016-08-10 01:03:36;103.6;2.9
0;veh_1089;2016-08-10 01:03:39;88.3;9.9
0;veh_1102;2016-08-10 01:03:51;98.2;3.0
1;veh_1106;2016-08-10 01:03:53;108.0;5.0
0;veh_1104;2016-08-10 01:04:03;88.7;14.4
0;veh_1127;2016-08-10 01:04:10;89.2;10.4
0;veh_1118;2016-08-10 01:04:15;97.0;3.1
1;veh_1120;2016-08-10 01:04:30;108.3;4.5
1;veh_1123;2016-08-10 01:04:39;107.4;6.2
0;veh_1121;2016-08-10 01:04:43;94.4;4.4
0;veh_1132;2016-08-10 01:05:10;108.8;1.1
1;veh_1138;2016-08-10 01:05:21;105.4;2.5
0;veh_1131;2016-08-10 01:05:24;87.6;14.1
1;veh_1135;2016-08-10 01:05:25;101.7;1.5
0;veh_1134;2016-08-10 01:05:28;89.5;11.9
0;veh_1163;2016-08-10 01:05:35;88.6;12.3
1;veh_1151;2016-08-10 01:05:42;107.6;2.6
0;veh_1140;2016-08-10 01:05:43;89.1;7.4
1;veh_1144;2016-08-10 01:05:44;93.9;1.1
0;veh_1150;2016-08-10 01:05:46;96.9;3.8
0;veh_1170;2016-08-10 01:06:45;83.4;15.1
0;veh_1175;2016-08-10 01:07:06;83.8;15.9
1;veh_1207;2016-08-10 01:07:08;103.1;6.3
0;veh_1179;2016-08-10 01:07:13;91.2;2.5
1;veh_1189;2016-08-10 01:07:25;86.4;13.7
0;veh_1187;2016-08-10 01:07:26;86.4;10.9
0;veh_1192;2016-08-10 01:07:46;83.2;16.0
1;veh_1197;2016-08-10 01:07:46;86.6;13.0
1;veh_1199;2016-08-10 01:07:47;87.0;5.3
1;veh_1203;2016-08-10 01:07:49;88.6;3.0
0;veh_1198;2016-08-10 01:07:58;83.7;15.4
1;veh_1210;2016-08-10 01:08:04;107.4;6.3
0;veh_1208;2016-08-10 01:08:11;87.1;12.3
0;veh_1216;2016-08-10 01:08:23;97.2;4.8
0;veh_1224;2016-08-10 01:08:29;108.5;3.3
0;veh_1225;2016-08-10 01:08:35;104.1;3.2
0;veh_1222;2016-08-10 01:08:41;88.1;12.4
0;veh_1232;2016-08-10 01:08:51;108.8;7.0
0;veh_1231;2016-08-10 01:08:54;108.9;5.7
0;veh_1226;2016-08-10 01:09:04;84.0;17.8
1;veh_1241;2016-08-10 01:09:17;107.4;4.3
0;veh_1236;2016-08-10 01:09:20;88.2;12.9
0;veh_1239;2016-08-10 01:09:29;89.2;3.4
0;veh_1245;2016-08-10 01:09:35;105.1;2.6
1;veh_1248;2016-08-10 01:09:52;107.1;1.2
1;veh_1259;2016-08-10 01:10:00;106.8;6.0
1;veh_1266;2016-08-10 01:10:04;107.9;3.8
1;veh_1262;2016-08-10 01:10:05;106.3;2.3
0;veh_1255;2016-08-10 01:10:06;88.3;13.7
0;veh_1265;2016-08-10 01:10:15;101.5;3.4
0;veh_1263;2016-08-10 01:10:24;88.6;13.7
1;veh_1269;2016-08-10 01:10:34;93.3;6.4
0;veh_1267;2016-08-10 01:10:35;88.1;4.6
0;veh_1276;2016-08-10 01:10:52;104.3;6.7
0;veh_1283;2016-08-10 01:11:13;101.4;2.8
1;veh_1288;2016-08-10 01:11:17;108.8;6.5
1;veh_1287;2016-08-10 01:11:19;106.3;1.4
0;veh_1291;2016-08-10 01:11:24;87.6;9.9
0;veh_1295;2016-08-10 01:11:35;105.0;1.7
0;veh_1289;2016-08-10 01:11:38;87.4;11.4
0;veh_1294;2016-08-10 01:11:48;89.4;11.9
0;veh_1296;2016-08-10 01:11:56;87.9;10.4
0;veh_1299;2016-08-10 01:12:04;108.8;5.4
0;veh_1298;2016-08-10 01:12:19;82.3;20.0
0;veh_1300;2016-08-10 01:12:22;88.8;2.4
1;veh_1306;2016-08-10 01:12:26;109.0;3.0
0;veh_1301;2016-08-10 01:12:33;84.0;5.3
0;veh_1309;2016-08-10 01:12:47;107.8;2.4
0;veh_1318;2016-08-10 01:13:14;107.9;3.1
0;veh_1317;2016-08-10 01:13:27;88.3;8.1
0;veh_1323;2016-08-10 01:13:36;103.8;4.1
1;veh_1324;2016-08-10 01:13:37;108.3;6.7
0;veh_1330;2016-08-10 01:13:54;108.9;3.3
0;veh_1327;2016-08-10 01:14:00;88.1;11.1
0;veh_1332;2016-08-10 01:14:08;101.0;4.4
0;veh_1335;2016-08-10 01:14:24;106.9;4.3
0;veh_1334;2016-08-10 01:14:45;84.0;3.1
1;veh_1343;2016-08-10 01:14:53;109.7;6.1
0;veh_1344;2016-08-10 01:15:12;109.7;3.4
1;veh_1349;2016-08-10 01:16:28;104.4;3.4
0;veh_1363;2016-08-10 01:16:36;108.3;4.7
1;veh_1356;2016-08-10 01:16:42;94.6;3.1
0;veh_1354;2016-08-10 01:16:42;91.9;6.9
1;veh_1362;2016-08-10 01:16:43;99.4;5.2
0;veh_1361;2016-08-10 01:16:44;95.7;5.8
1;veh_1367;2016-08-10 01:17:03;89.4;12.5
1;veh_1371;2016-08-10 01:17:05;100.3;2.9
1;veh_1378;2016-08-10 01:17:25;109.4;4.1
1;veh_1381;2016-08-10 01:17:29;107.0;1.8
0;veh_1376;2016-08-10 01:17:30;88.0;10.6
0;veh_1408;2016-08-10 01:17:34;83.3;17.5
0;veh_1383;2016-08-10 01:17:38;105.6;6.6
0;veh_1388;2016-08-10 01:17:43;108.6;5.5
1;veh_1393;2016-08-10 01:17:56;109.7;6.0
0;veh_1394;2016-08-10 01:18:08;86.9;8.8
0;veh_1395;2016-08-10 01:18:13;89.9;1.3
0;veh_1402;2016-08-10 01:18:21;94.5;6.4
1;veh_1412;2016-08-10 01:18:33;98.9;5.5
0;veh_1401;2016-08-10 01:18:38;77.8;3.1
1;veh_1421;2016-08-10 01:18:48;102.2;3.9
1;veh_1422;2016-08-10 01:18:50;104.7;5.0
1;veh_1423;2016-08-10 01:18:53;109.4;2.0
1;veh_1428;2016-08-10 01:19:02;110.0;5.8
0;veh_1420;2016-08-10 01:19:03;84.4;19.4
1;veh_1452;2016-08-10 01:19:03;109.2;1.2
1;veh_1437;2016-08-10 01:19:16;109.7;4.8
0;veh_1458;2016-08-10 01:19:16;87.2;14.2
1;veh_1445;2016-08-10 01:19:19;109.9;6.7
1;veh_1449;2016-08-10 01:19:45;107.0;3.6
0;veh_1439;2016-08-10 01:19:45;82.9;19.4
0;veh_1453;2016-08-10 01:19:54;106.6;5.5
1;veh_1455;2016-08-10 01:19:56;109.5;4.0
0;veh_1454;2016-08-10 01:20:09;87.0;10.2
0;veh_1460;2016-08-10 01:20:20;91.6;6.1
0;veh_1464;2016-08-10 01:20:31;87.3;9.4
1;veh_1469;2016-08-10 01:20:31;105.8;6.4
0;veh_1467;2016-08-10 01:20:39;89.9;8.3
0;veh_1471;2016-08-10 01:20:46;86.9;12.0
0;veh_1488;2016-08-10 01:21:24;84.8;17.5
1;veh_1490;2016-08-10 01:21:26;89.4;9.2
1;veh_1494;2016-08-10 01:21:32;96.6;3.0
0;veh_1493;2016-08-10 01:21:33;89.2;10.2
1;veh_1497;2016-08-10 01:21:33;102.0;4.1
1;veh_1496;2016-08-10 01:21:34;104.5;1.6
0;veh_1498;2016-08-10 01:21:57;89.3;10.6
1;veh_1500;2016-08-10 01:21:57;104.3;6.2
1;veh_1504;2016-08-10 01:21:59;107.2;6.0
0;veh_1523;2016-08-10 01:22:02;95.7;4.2
1;veh_1502;2016-08-10 01:22:02;98.3;1.8
0;veh_1520;2016-08-10 01:22:21;106.3;6.3
0;veh_1513;2016-08-10 01:22:24;105.4;3.1
1;veh_1512;2016-08-10 01:22:24;103.8;4.2
0;veh_1515;2016-08-10 01:22:26;107.9;1.4
0;veh_1519;2016-08-10 01:22:34;108.0;4.0
0;veh_1517;2016-08-10 01:22:39;96.8;5.1
0;veh_1526;2016-08-10 01:22:55;105.0;2.5
0;veh_1525;2016-08-10 01:22:57;106.6;5.4
0;veh_1527;2016-08-10 01:23:20;82.4;15.8
1;veh_1535;2016-08-10 01:23:21;100.6;3.2
1;veh_1540;2016-08-10 01:23:22;107.3;6.1
0;veh_1537;2016-08-10 01:23:23;96.8;6.9
1;veh_1565;2016-08-10 01:23:24;100.7;6.4
1;veh_1542;2016-08-10 01:23:27;108.8;3.4
1;veh_1543;2016-08-10 01:23:30;110.1;3.8
0;veh_1539;2016-08-10 01:23:32;88.7;13.3
1;veh_1544;2016-08-10 01:23:34;105.2;2.4
0;veh_1546;2016-08-10 01:23:35;101.6;6.8
1;veh_1552;2016-08-10 01:23:46;109.5;5.2
0;veh_1554;2016-08-10 01:23:51;105.1;1.4
0;veh_1553;2016-08-10 01:23:52;103.3;6.3
